StartupName,City_Encoded,Investor_Encoded,InvestmentType_Encoded,Amount_Log,Year_Encoded,Month_Encoded,Cleaned_Description
Culture Machine,183,"[4232, 4244, 4724]",21,16.705882371415992,0,3,
Paytm,183,[456],21,,0,3,
Aisle.co,183,"[368, 3758]",34,11.51293546492023,0,3,
FreeCharge,183,"[4413, 4300, 3715, 3470]",21,18.197537205138154,0,3,
NewsHunt,183,"[1325, 2491, 3720]",21,17.50439003707821,0,3,
MyNoticePeriod,183,[1750],21,14.914123179965662,0,3,
CarDekho.com,183,[3312],21,,0,3,
Faaso’s,183,[2300],21,16.811242881518265,0,3,
CarTrade.com,183,[953],21,,0,3,
StoreKing,183,[2426],21,,0,3,
Capital Float,183,"[3497, 3715, 599]",21,16.380459992348886,0,3,
Nimble Wireless,183,[393],34,14.914123179965662,0,3,
Townscript,183,[1574],34,,0,3,
FindYahan,183,"[2111, 2952, 4062, 289]",34,,0,3,
Stayzilla,183,"[2761, 2490]",21,16.811242881518265,0,3,
Practo,183,"[3715, 2490]",21,17.216707972959764,0,3,
CimplyFive,183,"[4071, 4133]",34,,0,3,
20Dresses,183,"[3951, 3954, 681]",34,13.815511557963774,0,3,
Itzcash,183,[584],21,16.61887099947687,0,3,
NewsInShorts,183,"[4232, 3347, 3565]",21,15.238619133170708,0,3,
iTraveller.com,183,[4734],21,13.815511557963774,0,3,
NextGen,183,[2646],34,,0,3,
Wooplr.com,183,[1663],21,15.424948670398354,0,3,
Springleap,183,[1013],34,13.592368256649284,0,3,
Klip.in,183,"[887, 4461]",34,13.122365377402328,0,3,
Renderlogy,183,[846],21,14.285514812209815,0,3,
Appbase,183,"[1029, 4178, 915, 3972]",34,12.577639650232573,0,3,
HomeLane,183,"[3715, 3303, 2591]",21,15.319588176962746,0,3,
Trip38,183,"[1915, 2251]",21,13.815511557963774,0,3,
Smartairtrip.com,183,[4330],21,16.118095750958314,0,3,
NoBroker,183,"[3497, 1402]",21,14.914123179965662,0,3,
Caravan Craft Retail,183,"[4372, 777]",34,13.122365377402328,0,3,
SquadRun,183,"[335, 1098, 4721, 3020]",34,,0,3,
Clonect Solutions,183,"[4389, 4109, 670]",34,12.429220196836383,0,3,
TaxSutra,183,"[4389, 4109]",34,11.982935344196433,0,3,
PepperTap,183,[3715],34,,0,3,
Sattviko,183,"[4033, 3232, 3627]",34,12.676079399771027,0,3,
IndustryBuying,183,[3497],21,14.508658238524095,0,3,
FreshWorld,183,"[2188, 2683]",34,,0,3,
TinyOwl,183,"[2490, 3715, 2761]",21,16.588099342704055,0,3,
Momoe,183,"[1753, 2044, 1837]",34,13.997832948091215,0,3,
Grofers,183,"[4235, 3718]",21,16.118095750958314,0,3,
,183,[],48,,0,3,
Indifi,52,"[135, 1245, 3036, 3223, 1468, 120, 1452, 544]",28,,0,10,easy business loans platform
Wydr,102,[3600],28,,0,10,performance based wholesale marketplace
EasyFix,52,[650],28,,0,10,professional services marketplace
Muvizz,159,"[579, 113, 2212]",28,12.765691290604371,0,10,movie on demand platform
Abhibus,60,[2971],21,,0,10,bus ticketing and fleet management platform
Cleartax,102,[2971],21,,0,10,online income tax filing platform
Shopalyst,9,[2084],21,14.508658238524095,0,10,product discovery recommendation platform
Chillr,95,[3715],21,15.607270193858982,0,10,mobile payments app
Nykaa,95,"[1644, 624, 1058, 2544]",21,16.066802461833923,0,10,beauty wellness products e tailer
Voylla,70,[2977],21,16.52356082573315,0,10,fashion jewelry and accessories e tailer
IndiaLends,102,"[1049, 2939]",21,13.815511557963774,0,10,online consumer lending platform
Rock N Shop,102,[1684],28,11.918397239722838,0,10,premium apparel shopping portal
DocPlexus,127,"[4368, 86]",28,13.45883704259595,0,10,exclusive platform for doctors healthcare professionals
WorkIndia,95,"[3679, 2138, 3380]",28,13.122365377402328,0,10,job board
SportzVillage,9,[1454],21,16.118095750958314,0,10,sports management physical education business
SportyBeans,127,[4684],28,,0,10,multi sport program for preschoolers
Burger Singh,52,"[592, 643, 4315, 1127]",28,13.122365377402328,0,10,qsr online delivery portal
Welcome Cure,95,[4378],21,15.607270193858982,0,10,online homeopathy clinic
SchoolGuru,95,[1685],21,14.914123179965662,0,10,e learning service provider
Naturally Yours,95,[3628],28,,0,10,organic food etailer
GoJavas,52,[3870],21,16.811242881518265,0,10,delivery logistics service provider
Scandid,127,[2552],21,,0,10,product discovery comparison app
StalkBuyLove,102,"[2485, 2984]",21,,0,10,online apparels fashion brand
ZuperMeal,95,"[3646, 3334]",21,14.508658238524095,0,10,home cooked food marketplace delivery
Cube26,102,"[4235, 1361]",21,15.856731016694035,0,10,gesture based mobile development
Mobikon,129,"[2294, 3140]",21,,0,10,hotel mobile crm software platform
Grabhouse,9,[3729],21,16.118095750958314,0,10,rental accommodation search platform
Quifers,95,"[4494, 4554, 3645, 3865]",28,12.644330802262578,0,10,logistics tech platform
Stockroom.io,60,[4339],28,11.156264806643742,0,10,developer portfolio showcase platform
Curofy,102,[3461],21,,0,10,doctors network mobile app
Cloud Lending,12,[3524],21,15.894952224644102,0,10,end to end lending platform
Inayo,95,"[2137, 335, 4722]",28,12.611541086966115,0,10,on demand healthcare marketplace
WoNoBo,9,[3145],21,,0,10,360 degree view creating platform
Kulzy,102,"[3706, 716]",28,13.815511557963774,0,10,advertising marketing community networking platform
Zeppery,102,[4088],28,11.251573687764477,0,10,food ordering delivery app
Zify,60,[3702],28,12.154784614286667,0,10,ride sharing platform
Faircent,52,[95],21,,0,10,online p2p lending marketplace
Bizongo,95,[135],28,,0,10,b2b marketplace for industrial goods
Gridle,4,[2282],28,11.51293546492023,0,10,cloud based collaboration platform
Tripoto,102,"[40, 1751, 2733, 2280]",21,,0,10,global community for travellers
Mubble,9,[135],21,,0,10,prepaid bill manager app
Voodoo,102,[3497],28,13.815511557963774,0,10,mobile only shopping assistant
Lookup,9,"[2148, 785, 922, 1513, 1285]",21,14.731801689838349,0,10,mobile messaging assistant app
AskMyGift,111,[4293],28,10.819798284210286,0,10,personalized wish list creator app
Gaana.com,95,[2553],21,,0,10,music streaming mobile app
Zappfresh,52,[4339],28,11.251573687764477,0,10,raw meat ready to eat food etailer
GymTrekker,95,"[1123, 3456, 2450]",28,,0,10,gym discovery platform
Bounty App,9,"[1351, 2648]",28,,0,10,online purchase rewards app
Homers.in,52,"[1119, 3242, 345]",28,,0,10,home rental platform
mShipper,102,[4485],28,,0,10,crowdsourced delivery platform
BolRealty,102,[2455],28,,0,10,real estate insights platform
S-Cube Futuretech,95,[2941],21,13.815511557963774,0,10,structural civil engg service automation
LetsVenture,9,"[135, 473]",21,,0,10,startup funding marketplace
Citrus Payment,95,"[3715, 553, 4765, 725]",21,17.034386422832473,0,10,payments solution platform
Holidify,102,[96],28,11.51293546492023,0,10,travel destination discovery platform
PrimaSeller,9,"[1182, 2354]",28,,0,10,order fulfillment saas platform
Opinio,9,"[1101, 3617]",21,15.76142084987672,0,10,last mile delivery service
Attune Technologies,31,"[3138, 2829]",21,16.118095750958314,0,10,healthcare it solutions services
iChef.in,95,[3936],21,,0,10,gourmet meals delivery
Jiyo Natural,9,[1844],28,,0,10,healthy meals food delivery platform
AgentDesks,109,"[3823, 1001, 4435]",28,14.897316067298997,0,10,real estate mobile crm
White Owl Brewery,95,"[510, 3161]",21,14.240778946963175,0,10,micro brewery
MealHopper,52,"[258, 3268, 322]",28,11.51293546492023,0,10,home made food marketplace
Zenify.in,9,"[623, 3795]",28,13.369225017834633,0,10,residential rental management platform
Stockal,9,"[3153, 2586]",28,,0,10,personalized stock intelligence platform
Medd,95,[1576],28,11.918397239722838,0,10,personal diagnostic mobile app
Leaping Caravan,52,[1576],28,11.918397239722838,0,10,online food ordering delivery service
Frsh,52,"[2645, 2502, 2077]",21,13.815511557963774,0,10,online food ordering delivery service
Qik Stay,102,[1741],28,12.429220196836383,0,10,hotel aggregator booking platform
Parcelled,9,[1101],21,15.424948670398354,0,10,online logistics platform
AlmaMapper,4,[2903],28,12.899222326086994,0,10,online student campus social networking platform
Flexing It,102,[4796],28,13.122365377402328,0,10,professionals project search marketplace
Netmeds.com,31,"[2891, 3031]",21,17.72753358339242,0,10,online pharmacy
Razorpay,70,"[4235, 2490]",21,16.012735246411598,0,10,online payment gateway
Jombay,127,[4470],21,,0,10,psychometric test online software
Happitoo,95,[4380],28,11.251573687764477,0,10,location based nightlife recommendation platform
Care24,95,[1833],28,12.765691290604371,0,10,professional health services platform
Roadrunnr,9,"[3715, 2761]",21,16.118095750958314,0,10,hyperlocal logistics service
Simpli5d,52,"[3354, 4686]",21,,0,10,online user engagement platform
ORIGA Leasing,95,"[4734, 41]",28,13.910821646859095,0,10,asset financing platform
Smartivity.in,102,[3487],28,12.206077645517674,0,10,virtual reality activity based learning platform
UrDoorStep,9,[2047],21,,0,10,online grocery store
Tavaga,95,[4263],28,,0,10,investment management platform
Moglix,111,"[134, 2044]",21,,0,10,industrial toons marketplace
ZopHop,95,"[340, 2914]",28,13.017005083966255,0,10,public commute helper app
Niki.ai,9,[4360],28,,0,10,artificial intelligence ecommerce chatbot
Instavans,9,[4073],28,,0,10,truck aggregator logistics service
LiftO,95,"[3245, 1130]",28,11.775297421715827,0,10,ridesharing mobile app
TinyOwl,95,"[3715, 2490]",21,15.830413711839864,0,10,food discovery delivery mobile app
Toppr.com,95,[1890],21,14.508658238524095,0,10,competitive exam learning platform
Kleeto,52,[1438],28,12.345838935721968,0,10,document digitization platform
BeaconsTalk,95,[3109],28,11.289794413577894,0,10,proximity marketing mobile advertising platform
Jugnoo,29,[2969],21,16.118095750958314,0,10,autorickshaw aggregator booking platform
Vyomo,102,[494],28,,0,6,beauty and wellness platform
Veeba Foods,102,"[1047, 3553]",21,15.607270193858982,0,6,healthy food manufacturer
Truebil,95,"[2077, 472]",28,13.122365377402328,0,6,used car marketplace
Meritnation,102,[1874],21,15.201805169084134,0,6,online learning platform
Eattreatonline,102,[1573],28,12.765691290604371,0,6,healthy food online community
CredR,95,[1586],28,,0,6,used two wheeler marketplace
Glamrs,95,"[4470, 813, 710, 2782]",21,13.815511557963774,0,6,online fashion video portal
Proviera,31,[1885],21,13.217675375388819,0,6,probiotic technology products manufacturer
Arth DesignBuild,60,[3956],28,13.122365377402328,0,6,architectural design consulting
Saama,130,[918],21,17.370858648025116,0,6,big data analytics services
AllIzHealth,127,[2647],28,12.765691290604371,0,6,preventive healthcare services
Karma Healthcare,181,[1269],21,,0,6,tech enabled rural healthcare services
Entropy Innovations,95,[2474],28,,0,6,engineering innovations
Propstack,95,[1042],21,14.914123179965662,0,6,real estate intelligence platform
MyTaxiIndia,102,[1556],28,11.51293546492023,0,6,online car rental affiliates
Arkin Net,130,[2761],21,16.52356082573315,0,6,data center software platform
Little Black Book Delhi,102,"[3223, 2791, 3561, 3838]",28,11.918397239722838,0,6,online city lifestyle guide
MyPoolin,102,"[3752, 3223, 4048, 335, 3430, 513, 1484]",28,,0,6,p2p payments platform
iCustomadeit,127,"[4544, 1175]",28,12.429220196836383,0,6,bespoke merchandize marketplace
KAARYAH,52,[3312],28,,0,6,women lifestyle marketplace
Ecom Express,102,[4601],21,18.73549149109167,0,6,logistics solution provider
Vidooly,111,[739],21,13.815511557963774,0,6,video intelligence platform
Zopper,95,"[4232, 2801]",21,16.811242881518265,0,6,hyperlocal shopping app
Flipkart,9,[2613],21,17.72753358339242,0,6,ecommerce platform
kWatt Solutions,95,[],28,13.122365377402328,0,6,renewable energy solutions
Medwell Ventures,9,"[1346, 1345]",21,16.118095750958314,0,6,healthcareservice provider
Jugnoo,29,"[3874, 2969]",21,15.424948670398354,0,6,auto rickshaw based services
PosterGully,102,"[2708, 3255, 5]",28,,0,6,artist designer marketplace
Applied Solar Technologies,95,"[1414, 737, 911]",21,17.50439003707821,0,6,off grid solar power
Clovia,102,[1946],21,15.424948670398354,0,6,private label lingerie ecommerce
Swiggy,9,"[2829, 3497, 135]",21,16.61887099947687,0,6,online food ordering
PayMango,52,[1574],28,12.36308066783498,0,6,mobile commerce platform
Printland,102,[3530],21,,0,6,online printing services
Teritree,9,[2062],28,11.849404844423074,0,6,digital marketing services
Guiddoo,95,"[2963, 3547]",28,,0,6,travel guide mobile app
Voonik,9,"[3715, 3706]",21,15.424948670398354,0,6,fashion ecommerce store
AdStringO,95,"[510, 4554, 4567]",28,12.765691290604371,0,6,mobile compression software
Faircent.com,52,[2355],28,12.429220196836383,0,6,peer to peer lending platform
La Renon,4,[3715],21,16.588099342704055,0,6,global healthcare products
Homelane,9,[3715],21,17.72753358339242,0,6,home furnishing solutions
iSTAR,9,[4371],21,,0,6,skill training placement platform
Shippr,9,[4776],28,13.122365377402328,0,6,intra city logistics service
FoodAbhi,95,[1579],28,,0,6,online tiffin service aggregator
Karma Recycling,38,"[1885, 2341]",21,,0,6,electronic goods recycling service
CouponRaja,95,"[2401, 2924]",28,13.122365377402328,0,6,online coupon comparison platform
Babychakra,95,"[2645, 2954, 3837, 2115, 1995, 2165, 3454]",28,,0,6,parents kids online platform
Jiffstore,9,"[4371, 4244]",28,,0,6,online grocery platform
MyDentist,95,"[2226, 597, 3706]",21,15.919644834185693,0,6,dental clinic chain
Moovo,102,[4684],28,,0,6,on demand logistics service
Fracktal Works,9,[2741],21,14.914123179965662,0,6,3d printer manufacturer
Hansa Customer Equity,95,[85],21,15.424948670398354,0,6,it customer engagement consulting
HealthifyMe,9,"[1542, 3662, 323, 2925]",21,,0,6,health fitness app
CAKART.in,9,[4053],28,,0,6,online education marketplace
Housejoy,9,[2490],21,15.201805169084134,0,6,home services marketplace
FundsIndia.com,31,"[1321, 1380, 1925]",21,16.213405921671733,0,6,financial services platform
Cupick,9,[1575],28,11.695255355062795,0,6,social network for artists
Tracxn,9,"[3559, 853]",21,16.118095750958314,0,6,startup funding platform
Holachef,95,"[2084, 1833]",21,14.946912992035967,0,6,food delivery platform
belong,9,"[2214, 3433, 813, 2988, 3270]",21,15.424948670398354,0,6,data driven recruitment recommendation
Ixigo,52,[2552],21,,0,6,travel search engine
SkillAngels,31,[3938],28,,0,6,brain games platform
Vidgyor,9,[393],28,13.122365377402328,0,6,video advertisement platform
Banihal,103,[1169],28,,0,6,algorithmic match making platform
Goodservice,102,[3715],21,14.285514812209815,0,6,mobile chat based concierge service
Treebo,9,"[2491, 3497]",21,15.607270193858982,0,6,online budget hotel booking service
EduKart,102,"[1704, 4684, 40, 4490, 2441, 333]",21,13.815511557963774,0,6,online education marketplace
Healthians.com,60,[4684],28,,0,6,preventive healthcare services
LabInApp,9,[4371],28,,0,6,science learning app
Syona Cosmetics,31,[945],28,,0,6,beauty and wellness platform
Sigrid Education,111,[2858],28,,0,6,online education platform
Indix,183,"[2819, 2761, 635]",21,16.52356082573315,0,6,saas product intelligence platform
The Porter,95,"[3715, 2077, 472, 3613]",21,15.520258832020865,0,6,logistics tech
Retention.ai,9,"[2535, 452, 3063, 3415]",28,13.122365377402328,0,6,app analytics platform
Fusion Microfinance,102,"[1116, 2852]",21,15.967272877502799,0,6,micro finance platform
Zinka,9,"[135, 1361]",21,15.607270193858982,0,6,freight logistics platform
CreditMantri,31,"[1753, 1245, 153]",21,14.731801689838349,0,6,credit management services
GetMyPeon,95,[4345],28,12.429220196836383,0,6,hyperlocal handyman services
UrbanClap,102,"[3497, 135]",21,16.118095750958314,0,6,hyperlocal services marketplace
StayGlad,9,"[4261, 3571]",28,,0,6,beauty services mobile marketplace
AdWyze,9,[2462],28,13.815511557963774,0,6,marketing advertising automation platform
Zimmber,95,"[2719, 2602, 323, 3008, 2438]",28,12.899222326086994,0,6,hyperlocal handyman services
Buttercups,9,"[2106, 399, 2454]",28,,0,6,online lingerie platform
RailYatri,9,"[1664, 2862, 821]",21,,0,6,railways information mobile app
aagaar.com,52,[1578],28,,0,6,hyperlocal grocery delivery
Flatchat,9,[986],21,14.731801689838349,0,6,flat rental mobile app
MyCFO,95,[3586],21,14.220976332738882,0,6,wealth management platform
,183,[],48,,0,6,
CollegeDekho,70,[1506],28,13.815511557963774,0,2,online education information platform
Black White Orange Brands,95,[4684],28,,0,2,brand licensing startup
Biteclub,52,[4770],21,,0,2,gourmet food discovery delivery platform
Patel Logistics,95,[1400],21,15.53827733427679,0,2,transportation logistics platform
Wigzo,102,"[95, 4133]",28,13.122365377402328,0,2,enterprise marketing automation platform
Zapluk,60,[],28,,0,2,health wellness beauty services app
Godof Hospitals,102,[2932],28,14.508658238524095,0,2,digital healthcare
RoomsTonite,9,"[2253, 2779, 4447, 2584, 3285, 4564, 690]",28,14.220976332738882,0,2,last minute hotel booking app
Kaaryah,102,"[4217, 4133]",21,,0,2,womens fashion wear portal
Anakage,9,[872],28,,0,2,product learning platform
EasyKhaana,102,[4345],28,11.51293546492023,0,2,online food ordering delivery platform
Shuttl,52,"[3715, 4246]",21,16.811242881518265,0,2,app based bus pooling services
Eckovation,102,[933],28,,0,2,social learning platform
Fitcircle,95,[726],28,,0,2,social fitness platform
Applop,80,[1429],28,11.51293546492023,0,2,on demand mobile app developer
CaRPM,52,[1429],28,11.51293546492023,0,2,car maintenance management mobile app
NDTV Wedding portal,102,[929],21,16.811242881518265,0,2,online wedding marketplace
Splitkart,102,"[3255, 472, 1150, 1469]",28,,0,2,splitting bills mobile app
Zenatix,52,[813],21,,0,2,iot energy management analytics platform
Customfurnish,60,[195],21,15.319588176962746,0,2,custom made furniture e tailer
Faasos,127,"[4791, 3715, 2300]",21,17.216707972959764,0,2,qsr chain
Vlurn,95,[4483],28,,0,2,elearning platform
Leaf Wearables,102,"[220, 4502, 1181]",28,12.429220196836383,0,2,smart safety wearable devices
Coolshare,95,[1541],28,11.51293546492023,0,2,cab sharing service mobile app
mFicient,102,[4345],28,,0,2,cloud enterprise mobility platform
HeyBiz,102,[3789],28,,0,2,online shopping assistant mobile app
Yumist,52,"[4360, 2897, 3993]",21,14.508658238524095,0,2,home cooked food order delivery platform
Jigsaw Academy,9,[2431],21,14.914123179965662,0,2,online school for analytics learning
JoeHukum,52,"[4264, 2027, 3053]",28,,0,2,chat based personal assistant app
Voxweb,95,[4338],28,12.765691290604371,0,2,picture creation social mobile app
Aye Finance,102,"[3497, 152]",21,14.914123179965662,0,2,nonbanking finance company
JumboBasket,29,[936],28,,0,2,ecommerce returns etailer
